,index,Latitude_and_Longitude
40,台北市市民大道五段69號2樓,"('25.046716', '121.561028')"
41,台北市中山區長安東路二段162號2樓,"('25.048254', '121.539355')"
42,(802)高雄市苓雅區海邊路31號3樓,"('23.975744', '120.979772')"
43,台北市內湖區瑞光路34號4樓,"('25.069951', '121.582355')"
44,桃園市桃園區大興路269號,error
45,台北市內湖區堤頂大道一段333號5樓,"('25.063168', '121.573099')"
46,台北市中山區南京東路三段131號B1,"('25.052133', '121.540667')"
47,上海市普陀區交通路4711號李子園大廈17樓,"('23.975744', '120.979772')"
48,新北市中和區建一路176號7樓之1,"('24.997336', '121.487778')"
49,新竹縣竹北市高鐵九路98號,"('24.801914', '121.041692')"
50,台北市中正區衡陽路51號2樓之1,"('25.042408', '121.512154')"
51,台東縣卑南鄉溫泉村龍泉路30-2號5樓之41,"('22.6925678', '121.0185587')"
52,台北市中正區衡陽路51號8樓之4,"('25.042408', '121.512154')"
53,台北市中山區南京東路二段85號4樓,"('25.052266', '121.53176')"
54,"高雄市三民區博愛一路28號2,3樓",error
55,台北市中山區民權東路二段42號4樓,"('25.062401', '121.529773')"
56,新北市五股區五權六路十八號,"('25.06498', '121.45037')"
57,台北市南港區南港路三段50巷1號2樓,"('25.054842', '121.591614')"
58,台北市信義區松德路204號B1,"('25.034391', '121.574147')"
59,台北市松山區南京東路三段337號12樓(D室),"('25.051967', '121.547956')"
60,高雄市苓雅區中正一路263號12樓,"('22.629456', '120.32579')"
61,新北市三重區興德路111-1號10樓,"('25.053398', '121.471356')"
62,新北市汐止區新台五路一段97號27樓,"('25.06162115', '121.64809225')"
63,台北市東興路59號9樓,"('25.047507', '121.566704')"
64,屏東市橋南里工業六路東段六號,"('22.657999', '120.497729')"
65,台北市中山區吉林路99號3樓,"('25.0559', '121.530255')"
66,桃園市蘆竹區南崁路二段222號,"('25.059399', '121.274498')"
67,台南市善化區南科九路12號,"('23.11875', '120.275058')"
68,台北市南港區南港路三段四十七巷二號四樓,"('25.052751', '121.590263')"
69,台北市大同區鄭州路87號7樓之1,"('25.050117', '121.5122')"
70,台北市內湖區堤頂大道二段407巷22號4樓之1,"('25.081018', '121.563616')"
71,新北市汐止區南興路55號8樓,"('25.060522', '121.652539')"
72,台北市內湖區內湖路一段118號4樓,"('25.083243', '121.563264')"
73,台北市內湖區行愛路169號,"('25.0652', '121.579531')"
74,桃園市蘆竹區南崁路2段66號5樓之4,"('25.057474', '121.278783')"
75,新北市中和區建二路111號,"('25.003825', '121.486399')"
76,桃園市龜山區華亞科技園區科技七路69號,"('24.99267322', '121.3377571')"
77,台北市松山區敦化南路一段25號6樓,"('25.046347', '121.549278')"
78,台北市士林區承德路四段172號7樓,"('25.08647', '121.522643')"
79,新北市汐止區康寧街169巷80號,"('25.068581', '121.622994')"
80,(30288)新竹縣竹北市台元一街8號7樓之一,"('23.975744', '120.979772')"
81,桃園市八德區長興路六七三號,"('24.932818', '121.268286')"
82,30095新竹市香山區中華路六段89號,"('23.975744', '120.979772')"
83,台北市內湖區瑞光路618號4樓,"('25.080536', '121.565453')"
84,高雄市路竹區路科二路8號,"('22.85495116', '120.25933655')"
85,高雄市左營區民族一路1163號,"('22.686507', '120.320356')"
86,新竹縣湖口鄉新竹工業區自強路16號,"('24.868299', '120.9978')"
87,桃園市新屋區社子里二鄰中興路936號,"('24.956049', '121.087942')"
88,新竹科學園區工業東九路30號3樓,"('24.774754', '121.005533')"
89,新竹科學園區新竹市新安路8號4樓,"('24.782188', '121.004197')"
90,臺北市內湖區行善路397號5樓,"('25.0646', '121.585816')"
91,台北市南港區園區街3號F棟14樓,"('25.058954', '121.612182')"
92,814 高雄市仁武區五和里八德二路168號,"('22.701138', '120.325775')"
93,高雄市鼓山區明誠四路33號,"('22.661023', '120.290819')"
94,台北市中正區中華路一段7號6樓之8,"('25.047109', '121.51028')"
95,台北市南港區南港路3段50巷16號4F,"('25.055693', '121.590876')"
96,台北市南港區園區街3號10樓之6,"('25.058954', '121.612182')"
97,新北市淡水區中正東路二段69-11號10樓,"('25.15462087', '121.46058238')"
98,新北市土城區忠承路95號10樓,"('24.96479', '121.438967')"
99,桃園市龜山區文禾路188號13樓,"('25.051269', '121.388255')"
100,新北市深坑區北深路三段250號7樓,"('25.004791', '121.600344')"
101,新竹市牛埔南路15之3號,"('24.794339', '120.94168')"
102,台北市南港區園區街3-1號4樓,"('25.058954', '121.612182')"
103,台北市松山區南京東路五段188號7樓之8,"('25.051192', '121.563737')"
104,桃園市平鎮區工業二路三號,"('24.900509', '121.201883')"
105,新北市汐止區新台五路一段75號14樓之3,"('25.060916', '121.645726')"
106,台南市新化區全興里竹子腳170號,"('23.025916', '120.292113')"
107,新竹科學園區新竹縣創新一路五號五樓,"('24.77368', '121.00045')"
108,新竹市科學工業園區力行路2之1號6樓之1,"('24.81635142', '120.97034202')"
109,桃園市蘆竹區南崁里17鄰經國路890號8樓,"('25.033191', '121.300706')"
110,新北市汐止區新台五路一段93號25樓之6,error
111,新竹科學工業園區新竹市展業一路21號,"('23.975744', '120.979772')"
112,桃園市楊梅區水美里楊湖路一段422號,"('24.912478', '121.132449')"
113,臺中市西區民龍里大和路22號3樓,"('24.150409', '120.668804')"
114,新竹縣竹北市台元街22號5樓之一,"('24.840839', '121.012475')"
115,新北市中和區連城路258號18樓,"('24.996456', '121.487214')"
116,新竹縣湖口鄉勝利村工業三路3號,"('24.867422', '121.017312')"
117,新竹縣芎林鄉華龍村6鄰鹿寮坑176-5號,"('24.743505', '121.136425')"
118,台中市西屯區台灣大道四段925號14F-6,"('24.181856', '120.617052')"
119,新北市新店區寶橋路235巷131號3樓之4,"('24.983839', '121.551608')"
120,桃園市平鎮區工業二路12號,"('24.904312', '121.201945')"
121,高雄市大寮區大發工業區莒光二街20號,"('22.579013', '120.424564')"
122,新北市汐止區康寧街169巷31號12樓,"('25.069598', '121.622589')"
123,新北市中和區建二路113號6樓,"('25.003964', '121.486909')"
124,新竹科學工業園區新竹市展業一路9號4樓之3,"('23.975744', '120.979772')"
125,新竹市埔頂路22號1樓,"('24.793465', '121.008192')"
126,台中市西區台灣大道二段307號4樓,"('24.153279', '120.665784')"
127,新北市五股區五工路130號,"('25.068148', '121.452575')"
128,新北市土城區自強街五號一樓,"('24.969601', '121.429392')"
129,新北市汐止區大同路二段171號9樓,"('25.064751', '121.651323')"
130,台南市麻豆區麻豆口1-13號,"('23.175096', '120.225701')"
131,桃園縣龜山鄉文化二路188號4樓,"('25.048411', '121.374453')"
132,桃園市大園區和平西路二段110號,"('25.038644', '121.182811')"
133,高雄市岡山區中山北路28號6樓B室,"('22.793857', '120.299256')"
134,新北市汐止區工建路368號12樓,"('25.059915', '121.633496')"
135,新北市汐止區新台五路一段79號19樓,"('25.061741', '121.645828')"
136,桃園市龍潭區工五路128號,"('24.889046', '121.208373')"
137,新北市新莊區五權三路6號3樓,"('25.062344', '121.451534')"
138,新北市三重區興德路98號11樓,"('25.053118', '121.472475')"
139,台北市大安區信義路四段306號14樓,"('25.032913', '121.554834')"
140,南投縣南投市自強三路18號,"('23.9241', '120.667587')"
141,台南市善化區南科九路8號,"('23.120148', '120.276523')"
142,台北市內湖區洲子街76號6樓,"('25.079204', '121.571667')"
143,台中市大雅區科雅路33號2樓,"('24.225827', '120.628545')"
144,新竹市科學工業園區展業二路十八號,"('24.81635142', '120.97034202')"
145,高雄市高雄加工出口區南二路一號,"('22.64767612', '120.29984892')"
146,新竹科學園區新竹縣工業東九路三號一樓,"('24.774018', '121.005142')"
147,(32062)桃園市中壢區吉林路23號9樓,"('23.975744', '120.979772')"
148,台北市內湖區瑞光路208號5樓,"('25.075171', '121.576352')"
149,台北市大安區市民大道4段102號14樓,"('25.044417', '121.550134')"
150,桃園市龜山區南上路522號,"('25.044991', '121.3075')"
151,新竹市東華路14號8樓之1,"('24.794364', '120.945508')"
152,桃園市平鎮區平鎮工業區工業六路4號,"('24.898188', '121.198855')"
153,桃園市蘆竹區大興路20巷21弄11號,"('25.022', '121.25182')"
154,新竹縣竹北市台元科技園區台元二街1號7樓之1,"('24.83967254', '121.00417391')"
155,南投縣草屯鎮稻香路6-4號,"('23.973464', '120.687479')"
156,台中市西屯區台灣大道四段767號5樓之5,"('24.180464', '120.619764')"
157,新北市中和區連城路268號10樓之1,"('24.996619', '121.486837')"
158,台北市萬華區長沙街二段91號2樓之一,"('25.04056', '121.504716')"
159,新北市三重區興德路123-1號8樓,"('25.05341', '121.470605')"
160,新北市中和區連城路228號7樓,"('24.996678', '121.489565')"
161,新竹縣竹北市新泰路31號2樓,"('24.84051', '121.00839')"
162,桃園市桃園區經國路888號7F之2之3,"('25.03272', '121.30072')"
163,桃園市蘆竹區南崁里民權路50號,"('25.036069', '121.299948')"
164,新北市土城區中山路77號,"('24.968003', '121.429908')"
165,基隆市七堵區工建路1號(六堵科技園區),"('25.08675', '121.702565')"
166,251新北市淡水區中正東路二段69號10樓,"('23.975744', '120.979772')"
167,桃園市大園區溪海里8鄰聖德北路68號,"('25.047808', '121.190423')"
168,新北市中和區建一路186號16樓,"('24.996694', '121.487788')"
169,桃園市楊梅區高山里5鄰高青路26號,"('24.928994', '121.161961')"
170,桃園市桃園區中正路1351號14樓,"('25.02263', '121.29524')"
171,台北市信義區松德路171號16樓之2,"('25.035865', '121.574802')"
172,桃園市八德區白鷺里廣福路858號,"('24.95976', '121.275153')"
173,台北巿內湖區瑞光路 192號4樓之1,"('25.074861', '121.577173')"
174,新北市中和區建一路186號10樓,"('24.996694', '121.487788')"
175,新北市中和區中山路二段351號2樓之3,"('25.00319', '121.490669')"
176,台南市安南區本田路二段391號,"('23.038077', '120.153921')"
177,台灣省新北市中和區中山路三段102號3樓,"('23.975744', '120.979772')"
178,新竹市埔頂路18號3樓之5之6,"('24.793341', '121.008149')"
179,新竹縣竹北市台元一街5號8樓(通訊地址),"('24.84177', '121.01896')"
180,台中市南屯區工業24路22號,"('24.161633', '120.603024')"
181,台北市中山區中山北路2段129號10樓,"('25.061528', '121.52309')"
182,台北市內湖區堤頂大道二段185號5樓,"('25.077577', '121.569531')"
183,新北市中和區建康路130號6樓之5,"('25.00012', '121.489019')"
184,新北市中和區建八路2號17樓之8,"('24.998336', '121.486155')"
185,新北市新莊區五工五路十三號,"('25.063516', '121.45506')"
186,新竹縣湖口鄉仁政路18號,"('24.86839', '121.008694')"
187,桃園市蘆竹區南青路1156巷9號,"('25.056667', '121.273318')"
188,新北市中和區連城路258號4樓之7,"('24.996456', '121.487214')"
189,台北市內湖區瑞光路302號11樓,"('25.07654', '121.574148')"
190,桃園市龜山區復興三路500號,"('25.04198', '121.37099')"
191,(22183)新北市汐止區大同路二段133號9樓,"('23.975744', '120.979772')"
192,新竹縣竹北市新泰路35號4樓之1,"('24.8409', '121.00877')"
193,新北市板橋區縣民大道二段68號6樓,"('25.012571', '121.463439')"
194,新竹縣湖口鄉光復北路111號(新竹工業區),"('24.861997', '121.016363')"
195,桃園市蘆竹區長興里厚生路51號6樓,"('25.054597', '121.279046')"
196,(304)新竹縣新豐鄉精工路53號,"('23.975744', '120.979772')"
197,新竹縣竹北市台元街26-2號1F,"('24.841512', '121.012577')"
198,新北市中和區中正路700號10樓,"('24.996523', '121.485872')"
199,台中市南屯區工業區19路10號,"('24.160015', '120.609254')"
200,台中市南屯區精科七路20號,"('24.153849', '120.594721')"
201,新北市新店區民權路95號9樓,"('24.982814', '121.537146')"
202,新竹縣湖口鄉光復北路10號,"('24.87591', '121.037772')"
203,桃園巿龜山區華亞三路50號6樓之1,"('25.04803', '121.37881')"
204,新竹縣湖口鄉光復北路70號,"('24.868344', '121.018571')"
205,新北市新莊區中正路665號5樓,"('25.030242', '121.427581')"
206,新北市新店區寶高路7巷3號1樓,"('24.978242', '121.551784')"
207,台北市信義區松德路74號6樓,"('25.0383', '121.575793')"
208,台中市外埔區甲東路37號,"('24.34132', '120.637057')"
209,桃園市龜山區鄉萬壽路一段161號18樓之1,"('24.99267322', '121.3377571')"
210,臺北市內湖區港墘路200號4樓,"('25.076265', '121.57462')"
211,台北市內湖區新湖三路196號3樓,"('25.064886', '121.579121')"
212,台北市內湖區堤頂大道二段301號5樓,"('25.078875', '121.564739')"
213,新北市新店區寶橋路235巷136號5樓,"('24.98398', '121.552318')"
214,高雄市路竹區路科八路1號 ( 通訊地址 ),"('22.85495116', '120.25933655')"
215,"190 Elgin Avenue, George Town, Grand Cayman  KY1-9005",error
216,(30078)新竹科學工業園區新竹市力行六路一號三樓,"('23.975744', '120.979772')"
217,新北市汐止區新台五路一段79號18F-6,"('25.061741', '121.645828')"
218,新北市深坑區北深路三段155巷17號6樓,"('25.002509', '121.602298')"
219,新北市土城區中央路4段2號9樓之5,"('24.963423', '121.425926')"
220,23145新北市新店區寶橋路233-2號8F,"('23.975744', '120.979772')"
221,台中市西屯區朝富路213號4樓之7,"('24.162373', '120.63582')"
222,台北市南港區三重路19-2號D棟7樓之1,"('25.057316', '121.613874')"
223,桃園市蘆竹區內溪路68巷13號2樓,"('25.066263', '121.276827')"
224,新竹縣湖口鄉工業一路3號1樓,"('24.872031', '121.026476')"
225,(338)桃園市蘆竹區大興路20巷19弄9號,"('23.975744', '120.979772')"
226,新竹市東區埔頂路18號9F-3 德安科技大樓,"('24.793341', '121.008149')"
227,台北市內湖區堤頂大道2段489號8樓,"('25.08265', '121.561917')"
228,新北市新店區寶興路45巷9弄2號3樓,"('24.974704', '121.549731')"
229,新竹縣竹北市復興二路193號3樓之一,"('24.810398', '121.036355')"
230,台中市大甲區日南里幼獅路59、61號,"('24.403752', '120.654952')"
231,台北市南港區園區街3-1號3樓,"('25.058954', '121.612182')"
232,台北市104中山區長安東路一段23號5樓之6,"('24.98972977', '121.57004896')"
233,高雄市三民區九如一路61號3樓,"('22.636143', '120.342461')"
234,新竹縣湖口鄉實踐路3號,"('24.868112', '121.017938')"
235,高雄市左營區富國路185號17樓之2,"('22.663548', '120.306504')"
236,台北市內湖區內湖路1段396號11樓,"('25.080564', '121.573195')"
237,台北市內湖區洲子街46號7樓,"('25.078863', '121.57318')"
238,台北市大安區復興南路一段368號7樓,"('25.034921', '121.543352')"
239,北市內湖區港墘路189號12樓,"('25.075811', '121.574758')"
240,台北市南港區園區街3之2號7樓,"('25.058954', '121.612182')"
241,苗栗縣銅鑼鄉自強路19號,"('24.4804008', '120.79218')"
242,新北市汐止區大同路一段147號9樓,"('25.056315', '121.631667')"
243,台北市南港區園區街3號14樓之1,"('25.058954', '121.612182')"
244,新竹市科學工業園區園區二路57號,"('24.81635142', '120.97034202')"
245,新竹縣湖口鄉新竹工業區工業一路一號,"('24.872951', '121.025768')"
246,台中市太平區大里工業區工業19路6號四樓,"('24.10716', '120.71987')"
247,新北市中和區中正路872號4樓之1,"('25.006296', '121.484157')"
248,"3rd Floor, Harbour Centre, PO BOX 613, George Town",error
249,台北市內湖區瑞光路607號3樓,"('25.080175', '121.566847')"
250,台北市南港區園區街3號11樓之1,"('25.058954', '121.612182')"
251,新北市中和區中山路2段351號9樓,"('25.00319', '121.490669')"
252,"Intertrust Corporate Services (Cayman) Limited, 190 Elgin Av",error
253,中華民國台灣台北市內湖區新明路138號7樓,"('23.975744', '120.979772')"
254,台北市內湖區新湖一路36巷28號6樓,"('25.059005', '121.574422')"
255,350苗栗縣竹南鎮公館里中華南路188號,"('23.975744', '120.979772')"
256,台北市民生東路3段10號11樓,"('25.057675', '121.538337')"
257,台中市南屯區文山里精科路9號,"('24.146632', '120.602687')"
258,350新竹科學工業園區苗栗縣竹南鎮科中路29號,"('23.975744', '120.979772')"
259,新北市汐止區新台五路一段97號8樓,"('25.06162115', '121.64809225')"
260,407台中市西屯區中部科學園區科園二路19號,"('23.975744', '120.979772')"
261,新北市中和區中正路872號7樓之1,"('25.006296', '121.484157')"
262,(11503)台北市南港區園區街3號19樓,"('23.975744', '120.979772')"
263,(33375)桃園市龜山區復興一路94號1、2樓,"('23.975744', '120.979772')"
264,(30077)新竹科學園區新竹縣研發三路8號,"('23.975744', '120.979772')"
265,台北市復興北路167號3樓,"('25.053901', '121.544285')"
266,宜蘭縣冬山鄉中山村中山路84號,"('24.634263', '121.752163')"
267,台北市內湖區新湖一路85號7樓,"('25.058456', '121.575649')"
268,高雄市大樹區龍目路110-6號,"('22.684953', '120.416584')"
269,桃園市蘆竹區南崁路265號5樓,"('25.04934', '121.29273')"
270,台南市學甲區華宗路121號,"('23.224567', '120.181748')"
271,台北市內湖區港漧路221巷33號8樓,"('25.06935955', '121.588996')"
272,台南市麻豆區麻口里麻豆口32-26號,"('23.184332', '120.221995')"
273,新北市板橋區三民路二段31號19樓,"('25.017828', '121.479411')"
274,台中市梧棲區四維中路157巷一號一樓,"('24.2598', '120.537609')"
275,台北市長安西路289號10樓之4,"('25.052112', '121.509264')"
276,台北市中山區南京東路二段二號六樓,"('25.051901', '121.52813')"
277,(104)台北市南京東路二段96號8樓,"('23.975744', '120.979772')"
278,屏東縣新園鄉港西村興安路12號,"('22.51417', '120.462697')"
279,彰化縣北斗鎮拓農路199號,"('23.864614', '120.554517')"
280,台北市內湖區瑞光路607號7樓,"('25.080175', '121.566847')"
281,桃園市觀音區樹林里工業六路3號,"('25.047979', '121.117234')"
282,彰化縣和美鎮彰美路六段334號,"('24.1178026', '120.4940157')"
283,新北市五股區中興路一段6號9樓之5,"('25.072558', '121.469622')"
284,新北市新莊區五權二路10號1樓,"('25.064575', '121.45533')"
285,彰化縣線西鄉彰濱東一路3號,"('24.1280429202', '120.4333066845')"
286,彰化市延和里埔內街411巷101號,"('24.0550329', '120.5367112')"
287,北市南京東路二段88號13樓,"('25.051782', '121.530985')"
288,台中市大雅區科雅路16號,"('24.220282', '120.625807')"
289,台中市大雅區龍善二街12號,"('24.211478', '120.65154')"
290,台北市復興北路99號9樓,"('25.052842', '121.544234')"
291,高雄市三民區吉林街139巷12號,"('22.644276', '120.305972')"
292,台中市西屯區協和里協和南巷3-1號,"('24.162734', '120.612497')"
293,台北市信義區基隆路2段149號11樓,"('25.026803', '121.555542')"
294,台北市中山區復興北路58號3樓,"('25.05016', '121.543731')"
295,桃園市龜山區南上路446號,"('25.044674', '121.305748')"
296,苗栗縣頭份市中華路487巷20號,"('24.674505', '120.890203')"
297,彰化縣伸港鄉全興工業區工八路3號,"('24.1718982', '120.5086481')"
298,(50544)彰化縣鹿港鎮鹿工南六路23號,"('23.975744', '120.979772')"
299,高雄市路竹區北嶺二路11號,"('22.82508235', '120.27261471')"
300,桃園市龜山區山鶯路華玉巷3號,"('24.981807', '121.331868')"
301,台南市關廟區中山路二段260號,"('22.962494', '120.314791')"
302,新北市土城工業區自強街16號,"('25.00801', '121.515062')"
303,台北市內湖區基湖路10巷1號8樓,"('25.082005', '121.564442')"
304,台中市中部科學工業園區科雅路29號5樓,"('24.11706113', '120.66362636')"
305,雲林縣斗六市科工一路5號,"('23.728135', '120.517357')"
306,彰化縣線西鄉彰濱工業區彰濱東七路16號,"('24.1401974', '120.4337294')"
307,台中市大甲區幼獅工業區工六路3號,"('24.400989', '120.650124')"
308,新北市中和區建康路6號5樓,"('24.9997394', '121.48635876')"
309,新北市土城區中山路九號,"('24.961858', '121.415176')"
310,桃園市中壢區南園路2-20號,"('24.967613', '121.241398')"
311,台北市大安區敦化南路二段七十六號十二樓,"('25.029135', '121.548368')"
312,台北市南港區八德路四段778號7樓,"('25.050462', '121.580253')"
313,台北市新生南路一段50號11樓,"('25.042049', '121.532552')"
314,台北市松江路168號11樓,"('25.055832', '121.532853')"
315,臺北市北投區石牌路一段188號8樓,"('25.1149213', '121.5147784')"
316,台南市安定區安加里258之26號,"('23.1215552', '120.23700789')"
317,高雄市仁武區後安里永宏巷10號,"('22.715076', '120.340126')"
318,桃園市觀音區草漯里大同一路1號,"('25.053789', '121.128244')"
319,(350)苗栗縣竹南鎮科東三路8號2樓,"('23.975744', '120.979772')"
320,台南市新市區環東路一段31巷10號1樓,"('23.097763', '120.284381')"
321,高雄市路竹區竹南里路科三路7號,"('22.85495116', '120.25933655')"
322,新北市三重區光復路一段78號9樓,"('25.050143', '121.471881')"
323,新北市五股區五工二路127號6樓,"('25.071411', '121.453357')"
324,(30093)新竹市大湖路173-2號,"('23.975744', '120.979772')"
325,台北市大安區信義路四段236號11樓,"('25.032978', '121.553081')"
326,41280台中市大里區仁化里工業九路190號,"('23.975744', '120.979772')"
327,"Suite 102, Cannon Place, North Sound Rd., George Town",error
328,"(241)新北市三重區三和路四段77,79號",error
329,338桃園市蘆竹區濱海里中圳街176號,"('23.975744', '120.979772')"
330,高雄市大寮區大有3街32號,"('22.586529', '120.423949')"
331,高雄市路竹區路科三路1號,"('22.85495116', '120.25933655')"
332,台北市內湖區瑞光路258巷31號2樓A5室,"('25.075186', '121.575038')"
333,台北市松山區復興北路99號15樓212室,"('25.052842', '121.544234')"
334,台北市內湖區行愛路176號4樓,"('25.065167', '121.579196')"
335,新竹市科學園區研新四路12號,"('24.778008', '120.986672')"
336,台北市內湖區瑞光路108號3樓,"('25.071952', '121.580848')"
337,台中市西屯區市政北二路238號16樓之3,"('24.16356329', '120.63733947')"
338,新竹縣湖口鄉新竹工業區自強路三號,"('24.861405', '121.007984')"
339,桃園市新屋區望間里10鄰十五間45號,"('24.97248034', '121.10548076')"
340,台南市安南區科技五路92號,"('23.03899909', '120.136386')"
341,台北市中山區長安東路一段16號7樓之2,"('25.04933', '121.523364')"
342,高雄市高雄加工出口區西十五街一號,"('22.64767612', '120.29984892')"
343,桃園市大溪區仁善里松樹21-9號,"('24.917753', '121.287357')"
344,新竹縣竹北市中華路676巷18號4樓,"('24.84603', '121.00732')"
345,新竹科學園區苗栗縣竹南鎮科北五路8號,"('24.711817', '120.916064')"
346,台北市內湖區瑞光路583巷31號3樓,"('25.080856', '121.567975')"
347,新北市新店區寶橋路235巷130之3號4樓(台灣聯絡處),"('24.983693', '121.552085')"
348,台北市大安區敦化南路二段76號24樓,"('25.029135', '121.548368')"
349,新北市汐止區新台五路1段93號32樓,"('25.06159322', '121.64778112')"
350,"P.O.Box 309GT,Ugland House,South Church Street,George Town",error
351,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Isl",error
352,新北市樹林區博愛街236號4樓,"('24.987569', '121.422961')"
353,台北市內湖區洲子街106號7樓,"('25.080382', '121.569918')"
354,新北市中和區中正路880號2樓,"('25.006496', '121.484033')"
355,桃園市中壢區合江路6號,"('24.984119', '121.246575')"
356,新北市中和區建康路168號13樓,"('25.000139', '121.491136')"
357,"190 Elgin Avenue, George Town, KY1-9005, Cayman Islands",error
358,新北市新店區寶橋路235巷137號8樓,"('24.984266', '121.552263')"
359,台南市新營區新中路35號(總部地址:台南市柳營區工二路10號),"('23.301656', '120.280964')"
360,高雄市橋頭區芋林路299號,"('22.764481', '120.284195')"
361,台南市722佳里區海澄里萊芊寮12-19號,"('23.04734687', '120.18478139')"
362,桃園市大園區田心里大觀路178號,"('25.06593', '121.192187')"
363,桃園市中壢區松江北路29號,"('24.990312', '121.248399')"
364,南投市南崗工業區南崗三路61號,"('23.91152368', '120.68738437')"
365,彰化縣員林市中央里柳橋路2段285號,"('23.944556', '120.5684859')"
366,台北市松山區光復北路11巷35號5樓,"('25.050147', '121.559859')"
367,台北市114內湖區新湖一路128巷15號6樓,"('24.98972977', '121.57004896')"
368,台北市內湖區內湖路1段396號3樓之1,"('25.080564', '121.573195')"
369,台中市西屯區市政路402號19樓之二,"('24.159131', '120.639556')"
370,台北市中山北路六段89號10樓,"('25.105813', '121.524129')"
371,台北市松山區八德路二段358號六樓之一,"('25.047917', '121.545737')"
372,(30071)新竹市光復路二段二巷47號7樓,"('23.975744', '120.979772')"
373,新竹縣竹北市台元一街8號5樓之6,"('24.841393', '121.019611')"
374,台北市松山區敦化南路一段25號12樓,"('25.046347', '121.549278')"
375,桃園市龜山區華亞二路222號,"('25.046168', '121.374757')"
376,新北市新莊區新北大道四段215號8樓,"('25.05727321', '121.44405887')"
377,桃園市桃園區興華路2-1號,"('24.980171', '121.322371')"
378,新北市中和區板南路655號15F,"('25.008196', '121.483782')"
379,350新竹科學工業園區苗栗縣竹南鎮科北二路8號,"('23.975744', '120.979772')"
380,新北市中和區中正路700號3樓之3,"('24.996523', '121.485872')"
381,高雄市前鎮區復興四路9號,"('22.605027', '120.298963')"
382,新竹縣竹北市台元街18號十樓之一、之二,"('24.83963', '121.011483')"
383,新竹市東區公道五路三段1號4樓之1,"('24.805405', '120.992407')"
384,"4th Floor, Harbour Place, 103 South Church Street, George T.",error
385,(106)台北市大安區羅斯福路三段37號12樓,"('23.975744', '120.979772')"
386,臺中市西屯區四川二街30號5樓,"('24.164415', '120.652596')"
387,241新北巿三重區重新路五段609巷12號10樓,"('23.975744', '120.979772')"
388,新北市汐止區大同路一段237號5樓,"('25.058032', '121.634886')"
